iter	RMSE
743	5660.815634
744	5660.702963
745	5660.467104
746	5660.304805
747	5660.013275
748	5659.731725
749	5659.441545
750	5659.132393
751	5658.85459
752	5658.69552
753	5658.542649
754	5658.384949
755	5658.079531
756	5657.921646
757	5657.630683
758	5657.342808
759	5657.066814
760	5656.764774
761	5656.502199
762	5656.247026
763	5655.974944
764	5655.723886
765	5655.454538
766	5655.179314
767	5654.896661
768	5654.674184
769	5654.560183
770	5654.405304
771	5654.150554
772	5653.865434
773	5653.71019
774	5653.55891
775	5653.306537
776	5653.156971
777	5653.008436
778	5652.726537
779	5652.575748
780	5652.330233
781	5652.051578
782	5651.804659
783	5651.554797
784	5651.407428
785	5651.127865
786	5650.860196
787	5650.58354
788	5650.340182
789	5650.064536
790	5649.810108
791	5649.571377
792	5649.422921
793	5649.150165
794	5649.021896
795	5648.750157
796	5648.603578
797	5648.330782
798	5648.042088
799	5647.797412
800	5647.651671
801	5647.410259
802	5647.284196
803	5647.139651
804	5647.014273
805	5646.869376
806	5646.64192
807	5646.403573
808	5646.294069
809	5646.056398
810	5645.821482
811	5645.677418
812	5645.437822
813	5645.205125
814	5644.974492
815	5644.709469
816	5644.468968
817	5644.240897
818	5644.012471
819	5643.871989
820	5643.608988
821	5643.346147
822	5643.206859
823	5643.063074
824	5642.782579
825	5642.522292
826	5642.279969
827	5642.086552
828	5641.944813
829	5641.717331
830	5641.579731
831	5641.457687
832	5641.200969
833	5641.065086
834	5640.812499
835	5640.58428
836	5640.449247
837	5640.19525
838	5639.965449
839	5639.735121
840	5639.47746
841	5639.220653
842	5638.997904
843	5638.864215
844	5638.720665
845	5638.600807
846	5638.355375
847	5638.217693
848	5637.993867
849	5637.861366
850	5637.636487
851	5637.415924
852	5637.310397
853	5637.193104
854	5637.059719
855	5636.807299
856	5636.558502
857	5636.341011
858	5636.209163
859	5636.079908
860	5635.831078
861	5635.558356
862	5635.43099
863	5635.161018
864	5635.057006
865	5634.810727
866	5634.560803
867	5634.463357
868	5634.348255
869	5634.221899
870	5634.088098
871	5633.840911
872	5633.595618
873	5633.351007
874	5633.237959
875	5632.991947
876	5632.859675
877	5632.59789
878	5632.484828
879	5632.270816
880	5632.031861
881	5631.818872
882	5631.734886
883	5631.522058
884	5631.391829
885	5631.292943
886	5631.034549
887	5630.824812
888	5630.701322
889	5630.491919
890	5630.363572
891	5630.145669
892	5629.890168
893	5629.650765
894	5629.397321
895	5629.27276
896	5629.074045
897	5628.965763
898	5628.753696
899	5628.657017
900	5628.535558
901	5628.296964
902	5628.085913
903	5627.95959
904	5627.724438
905	5627.633459
906	5627.538839
907	5627.306962
908	5627.085995
909	5626.965195
910	5626.886683
911	5626.681991
912	5626.460133
913	5626.340706
914	5626.220584
915	5626.016215
916	5625.892099
917	5625.664662
918	5625.545912
919	5625.31118
920	5625.104177
921	5624.903061
922	5624.810476
923	5624.585943
924	5624.382034
925	5624.164593
926	5623.966045
927	5623.874485
928	5623.676273
929	5623.500079
930	5623.310353
931	5623.099461
932	5622.869829
933	5622.767324
934	5622.543403
935	5622.31184
936	5622.113574
937	5621.896912
938	5621.811564
939	5621.620219
940	5621.414294
941	5621.29771
942	5621.18095
943	5620.95419
944	5620.840372
945	5620.615854
946	5620.371198
947	5620.283744
948	5620.171301
949	5619.981983
950	5619.870575
951	5619.638729
952	5619.396807
953	5619.205033
954	5619.121553
955	5619.038765
956	5618.928728
957	5618.816778
958	5618.706563
959	5618.606585
960	5618.377638
961	5618.186697
962	5617.966065
963	5617.740737
964	5617.633451
965	5617.415228
966	5617.192309
967	5617.003411
968	5616.767279
969	5616.551627
970	5616.364617
971	5616.177775
972	5615.953765
973	5615.855128
974	5615.670005
975	5615.572058
976	5615.454137
977	5615.241734
978	5615.058155
979	5614.836705
980	5614.625321
981	5614.405938
982	5614.320823
983	5614.131134
984	5613.899051
985	5613.68572
986	5613.506607
987	5613.398719
988	5613.190756
989	5613.018229
990	5612.92232
991	5612.743878
992	5612.637018
993	5612.532762
994	5612.368903
995	5612.265686
996	5612.149607
997	5612.047254
998	5611.856445
999	5611.741747
1000	5611.524859
1001	5611.347415
1002	5611.264339
1003	5611.07611
1004	5610.867887
1005	5610.660525
1006	5610.447072
1007	5610.34573
1008	5610.141304
1009	5610.050214
1010	5609.845951
1011	5609.643593
1012	5609.531111
1013	5609.383681
1014	5609.180437
1015	5609.099763
1016	5608.899465
1017	5608.798965
1018	5608.722806
1019	5608.542143
1020	5608.37243
1021	5608.198537
1022	5608.000293
1023	5607.909168
1024	5607.696654
1025	5607.500479
1026	5607.425694
1027	5607.23125
1028	5607.121502
1029	5606.940613
1030	5606.864256
1031	5606.639003
1032	5606.530462
1033	5606.329549
1034	5606.252662
1035	5606.161334
1036	5605.993114
1037	5605.819148
1038	5605.742427
1039	5605.652135
1040	5605.552447
1041	5605.383687
1042	5605.190911
1043	5604.999695
1044	5604.913045
1045	5604.81578
1046	5604.618112
1047	5604.446887
1048	5604.376064
1049	5604.209009
1050	5604.109991
1051	5604.015148
1052	5603.839729
1053	5603.676486
1054	5603.488176
1055	5603.293421
1056	5603.084908
1057	5602.892227
1058	5602.822603
1059	5602.748626
1060	5602.652194
1061	5602.474468
1062	5602.283855
1063	5602.201167
1064	5602.105596
1065	5602.012808
1066	5601.850209
1067	5601.631022
1068	5601.562427
1069	5601.477465
1070	5601.288559
1071	5601.08624
1072	5600.923614
1073	5600.819314
1074	5600.632824
1075	5600.448592
1076	5600.245023
1077	5600.077322
1078	5599.98572
1079	5599.803033
1080	5599.633577
1081	5599.542838
1082	5599.380515
1083	5599.194674
1084	5599.103057
1085	5599.014226
1086	5598.858158
1087	5598.77002
1088	5598.666726
1089	5598.526152
1090	5598.324081
1091	5598.241857
1092	5598.083155
1093	5597.928629
1094	5597.728628
1095	5597.516249
1096	5597.345678
1097	5597.220753
1098	5597.043377
1099	5596.846481
1100	5596.685125
1101	5596.626924
1102	5596.431581
1103	5596.330509
1104	5596.148575
1105	5595.987199
1106	5595.83279
1107	5595.763949
1108	5595.571539
1109	5595.502521
1110	5595.402477
1111	5595.320733
1112	5595.233585
1113	5595.036799
1114	5594.857263
1115	5594.793291
1116	5594.62316
1117	5594.542451
1118	5594.364816
1119	5594.297178
1120	5594.103323
1121	5593.89656
1122	5593.798231
1123	5593.608892
1124	5593.414141
1125	5593.209619
1126	5593.016947
1127	5592.950861
1128	5592.748415
1129	5592.662796
1130	5592.578396
1131	5592.481091
1132	5592.281069
1133	5592.129697
1134	5591.961578
1135	5591.870017
1136	5591.804267
1137	5591.7209
1138	5591.54649
1139	5591.348702
1140	5591.252597
1141	5591.170269
1142	5591.117418
1143	5591.040495
1144	5590.874611
1145	5590.711688
1146	5590.617141
1147	5590.426473
1148	5590.283249
1149	5590.137405
1150	5589.986149
1151	5589.827561
1152	5589.733697
1153	5589.652743
1154	5589.467974
1155	5589.338161
1156	5589.143087
1157	5588.997387
1158	5588.827778
1159	5588.641062
1160	5588.447709
1161	5588.388375
1162	5588.220318
1163	5588.144752
1164	5587.984366
1165	5587.793434
1166	5587.645779
1167	5587.488347
1168	5587.341906
1169	5587.20192
1170	5587.040286
1171	5586.869221
1172	5586.777053
1173	5586.697103
1174	5586.513458
1175	5586.450089
1176	5586.288258
1177	5586.225235
1178	5586.088364
1179	5585.927396
1180	5585.745646
1181	5585.671443
1182	5585.508717
1183	5585.320843
1184	5585.138899
1185	5584.99065
1186	5584.846938
1187	5584.678949
1188	5584.600017
1189	5584.463455
1190	5584.304535
1191	5584.125353
1192	5584.052525
1193	5583.917871
1194	5583.828973
1195	5583.768891
1196	5583.635627
1197	5583.480178
1198	5583.34813
1199	5583.170663
1200	5582.995636
1201	5582.838946
1202	5582.759813
1203	5582.585472
1204	5582.464758
1205	5582.325174
1206	5582.26595
1207	5582.111685
1208	5582.053158
1209	5581.974188
1210	5581.810131
1211	5581.647642
1212	5581.569541
1213	5581.498078
1214	5581.355674
1215	5581.194918
1216	5581.01948
1217	5580.932633
1218	5580.877238
1219	5580.696198
1220	5580.626472
1221	5580.471463
1222	5580.302118
1223	5580.133993
1224	5580.044685
1225	5579.89665
1226	5579.737601
1227	5579.649335
1228	5579.504437
1229	5579.331218
1230	5579.158867
1231	5579.089821
1232	5579.016403
1233	5578.859951
1234	5578.68444
1235	5578.616086
1236	5578.442141
1237	5578.320113
1238	5578.178851
1239	5578.124654
1240	5577.96398
1241	5577.894744
1242	5577.807498
1243	5577.657306
1244	5577.573029
1245	5577.428252
1246	5577.356211
1247	5577.1838
1248	5577.029395
1249	5576.972388
1250	5576.811156
1251	5576.682798
1252	5576.524181
1253	5576.367134
1254	5576.234743
1255	5576.079436
1256	5576.012276
1257	5575.926225
1258	5575.760066
1259	5575.591803
1260	5575.425284
1261	5575.372284
1262	5575.218353
1263	5575.097305
1264	5575.042027
1265	5574.969256
1266	5574.829484
1267	5574.679562
1268	5574.531211
1269	5574.459482
1270	5574.387928
1271	5574.318998
1272	5574.166962
1273	5574.092081
1274	5573.968383
1275	5573.801991
1276	5573.662014
1277	5573.532533
1278	5573.384676
1279	5573.299109
1280	5573.23139
1281	5573.066901
1282	5572.903982
1283	5572.754533
1284	5572.616105
1285	5572.549078
1286	5572.486075
1287	5572.401894
1288	5572.237205
1289	5572.170523
1290	5572.009328
1291	5571.95402
1292	5571.82555
1293	5571.718605
1294	5571.635813
1295	5571.568074
1296	5571.428917
1297	5571.374653
1298	5571.32179
1299	5571.193654
1300	5571.14394
1301	5571.091074
1302	5570.96871
1303	5570.831814
1304	5570.779646
1305	5570.619285
1306	5570.497962
1307	5570.323237
1308	5570.16444
1309	5570.099134
1310	5569.972371
1311	5569.92107
1312	5569.814089
1313	5569.672261
1314	5569.609401
1315	5569.464416
1316	5569.41346
1317	5569.31575
1318	5569.198776
1319	5569.063763
1320	5568.906505
1321	5568.833654
1322	5568.769383
1323	5568.705286
1324	5568.54872
1325	5568.401606
1326	5568.256239
1327	5568.116999
1328	5567.978456
1329	5567.855849
1330	5567.682268
1331	5567.544065
1332	5567.481881
1333	5567.321951
1334	5567.186016
1335	5567.050428
1336	5566.916063
1337	5566.774512
1338	5566.639965
1339	5566.574968
1340	5566.496305
1341	5566.363153
1342	5566.316549
1343	5566.208272
1344	5566.076515
1345	5565.932314
1346	5565.789687
1347	5565.675092
1348	5565.543673
1349	5565.483219
1350	5565.371596
1351	5565.293091
1352	5565.233686
1353	5565.085258
1354	5565.00745
1355	5564.853583
1356	5564.804863
1357	5564.735288
1358	5564.593331
1359	5564.52463
1360	5564.44769
1361	5564.371275
1362	5564.218442
1363	5564.087865
1364	5563.958161
1365	5563.838971
1366	5563.68104
1367	5563.528889
1368	5563.400399
1369	5563.351842
1370	5563.217388
1371	5563.077671
1372	5562.945314
1373	5562.848016
1374	5562.772456
1375	5562.641844
1376	5562.596787
1377	5562.458983
1378	5562.343794
1379	5562.191431
1380	5562.022407
1381	5561.86723
1382	5561.761497
1383	5561.594915
1384	5561.487072
1385	5561.379929
1386	5561.230521
1387	5561.120567
1388	5561.003771
1389	5560.945021
1390	5560.817173
1391	5560.694057
1392	5560.567431
1393	5560.402918
1394	5560.266112
1395	5560.117727
1396	5560.070895
1397	5559.967934
1398	5559.893212
1399	5559.768146
1400	5559.700788
1401	5559.553616
1402	5559.479589
1403	5559.441874
1404	5559.384862
1405	5559.260662
1406	5559.125758
1407	5559.065585
1408	5558.939097
1409	5558.812782
1410	5558.677691
1411	5558.52593
1412	5558.417151
1413	5558.28363
1414	5558.151158
1415	5558.089922
1416	5558.043424
1417	5557.987977
1418	5557.84304
1419	5557.742846
1420	5557.684413
1421	5557.629138
1422	5557.48384
1423	5557.358369
1424	5557.286069
1425	5557.231316
1426	5557.109876
1427	5557.038274
1428	5556.931922
1429	5556.809247
1430	5556.763967
1431	5556.642516
1432	5556.518781
1433	5556.474026
1434	5556.35134
1435	5556.297105
1436	5556.243747
1437	5556.121758
1438	5555.999065
1439	5555.848459
1440	5555.704168
1441	5555.544426
1442	5555.450334
1443	5555.392404
1444	5555.270748
1445	5555.137151
1446	5555.016016
1447	5554.873635
1448	5554.753548
1449	5554.612916
1450	5554.556557
1451	5554.483518
1452	5554.324794
1453	5554.222253
1454	5554.165188
1455	5554.046139
1456	5553.88951
1457	5553.787839
1458	5553.651397
1459	5553.58098
1460	5553.439967
1461	5553.388337
1462	5553.326171
1463	5553.210967
1464	5553.067662
1465	5553.023756
1466	5552.882027
1467	5552.771907
1468	5552.715705
1469	5552.645803
1470	5552.511792
1471	5552.393586
1472	5552.324733
1473	5552.184391
1474	5552.085324
1475	5552.04264
1476	5551.999956
1477	5551.932153
1478	5551.835365
1479	5551.696942
1480	5551.563963
1481	5551.427642
1482	5551.309412
1483	5551.200667
1484	5551.084014
1485	5550.952776
1486	5550.884082
1487	5550.732107
1488	5550.613512
1489	5550.558342
1490	5550.505983
1491	5550.466801
1492	5550.351714
1493	5550.22081
1494	5550.166515
1495	5550.052124
1496	5549.939137
1497	5549.872363
1498	5549.820173
1499	5549.691014
1500	5549.625292
1501	5549.572924
1502	5549.523718
1503	5549.407381
1504	5549.298775
1505	5549.186827
1506	5549.049041
1507	5548.935507
1508	5548.824254
1509	5548.733564
1510	5548.63672
1511	5548.524231
1512	5548.456737
1513	5548.306278
1514	5548.26585
1515	5548.13771
1516	5548.032418
1517	5547.907261
1518	5547.858744
1519	5547.807941
1520	5547.704225
1521	5547.622658
1522	5547.516653
1523	5547.40713
1524	5547.366696
1525	5547.228162
1526	5547.18843
1527	5547.040573
1528	5546.926998
1529	5546.835924
1530	5546.724806
1531	5546.616674
1532	5546.470561
1533	5546.33728
1534	5546.224041
1535	5546.090402
1536	5546.03888
1537	5545.911743
1538	5545.872529
1539	5545.820126
1540	5545.710921
1541	5545.619828
1542	5545.516775
1543	5545.382591
1544	5545.343549
1545	5545.234335
1546	5545.131802
1547	5545.006404
1548	5544.897886
1549	5544.787784
1550	5544.749617
1551	5544.701601
1552	5544.600641
1553	5544.548929
1554	5544.447967
1555	5544.304083
1556	5544.266264
1557	5544.16002
1558	5544.035127
1559	5543.90425
1560	5543.780758
1561	5543.675912
1562	5543.567896
1563	5543.447212
1564	5543.3406
1565	5543.232754
1566	5543.111711
1567	5543.013185
1568	5542.975182
1569	5542.855716
1570	5542.808739
1571	5542.702642
1572	5542.582643
1573	5542.531264
1574	5542.494138
1575	5542.363224
1576	5542.219111
1577	5542.156819
1578	5542.119689
1579	5542.014811
1580	5541.872624
1581	5541.823879
1582	5541.682743
1583	5541.577328
1584	5541.512213
1585	5541.476135
1586	5541.425626
1587	5541.390076
1588	5541.340446
1589	5541.210738
1590	5541.08261
1591	5540.977361
1592	5540.860492
1593	5540.759814
1594	5540.731301
1595	5540.599994
1596	5540.56479
1597	5540.519553
1598	5540.423622
1599	5540.376096
1600	5540.25675
1601	5540.126488
1602	5540.00837
1603	5539.891305
1604	5539.752056
1605	5539.707869
1606	5539.610515
1607	5539.484464
1608	5539.449429
1609	5539.41457
1610	5539.296261
1611	5539.179181
1612	5539.063859
1613	5538.949415
1614	5538.846238
1615	5538.73179
1616	5538.627728
1617	5538.59304
1618	5538.466437
1619	5538.422591
1620	5538.359376
1621	5538.325391
1622	5538.211812
1623	5538.168317
1624	5538.1213
1625	5538.060723
1626	5537.973202
1627	5537.871943
1628	5537.775966
1629	5537.650577
1630	5537.617292
1631	5537.52765
1632	5537.415465
1633	5537.312435
1634	5537.265762
1635	5537.232299
1636	5537.173297
1637	5537.035389
1638	5536.976737
1639	5536.878631
1640	5536.820682
1641	5536.778762
1642	5536.72134
1643	5536.609314
1644	5536.497814
1645	5536.453073
1646	5536.360594
1647	5536.334523
1648	5536.234292
1649	5536.177217
1650	5536.05003
1651	5536.00599
1652	5535.980622
1653	5535.924778
1654	5535.788953
1655	5535.727822
1656	5535.603972
1657	5535.543191
1658	5535.431669
1659	5535.308517
1660	5535.185539
1661	5535.156291
1662	5535.111891
1663	5535.027847
